Action,System: Manufacturer,System: Manufacturer ID,System: Product,System: Product ID,System: Revit File,System: Revit Type Catalog,System: Revit Lookup Table,System: Revit IES Profile,System: Category,System: Description,System: Date Created,System: Last Updated,System: Date Published,Applications,brand-name,category,Color Sheet,csi,description,disabled,image,Installation Guide,name,Overview,price,Product Data Sheet,product_image_url,product-subtype,product-type,prod-url,Safety Data Sheet,Sheen,sku,subcategory,subsubcategory,Typical Quart Coverage,unit-of-measure,UNSPSC Code,UPC Code
update,Eco Safety Products,0ae7986b-72c1-4a8a-8c89-1da8f7c6711b,"DuraSoy PRO Paint + Primer, Flat, PreTint, 1 Gal",0645f4ad-5e8a-4674-874e-0dc5e5b5f5f3,,,,,Paints,Economical Pro-Grade Flat Interior Paint & Exterior Paint. Factory Tinted. No VOCs. Non Toxic. No Solvent Odor. ,2021-04-23,2021-10-07,2021-10-07,,Eco Safety Products,Paints,,,Economical Pro-Grade Flat Interior Paint & Exterior Paint. Factory Tinted. No VOCs. Non Toxic. No Solvent Odor. ,,https://cdn3.volusion.com/jsth3.wxoc5/v/vspfiles/photos/D2-6000-101-PT-1.png,https://www.ecosafetyproducts.com/v/vspfiles/assets/images/IG/IG.DuraSoyPro.2019.v1.pdf,"DuraSoy PRO Paint + Primer, Flat, PreTint, 1 Gal",,,,https://cdn3.volusion.com/jsth3.wxoc5/v/vspfiles/photos/D2-6000-101-PT-1.png,,,https://www.ecosafetyproducts.com/durasoy-pro-paint-primer-flat-pretint-1-gal-p/d2-6000-101-pt.htm,https://www.ecosafetyproducts.com/v/vspfiles/assets/images/PDS/PDS.DuraSoyPro.2019v2.pdf,,D2-6000-101-PT,Interior Paint,,,,,
